Rowid_,VALUE,COUNT,US_200BPS,US_200EVT,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
,2154,29,446,9018,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,2155,86,434,7145,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2156,1399,440,7169,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
,2157,28,417,7967,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,2161,6,425,9512,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
,2170,25,425,7965,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,2172,766,446,9829,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western North American Ruderal Wet Meadow & Marsh,Riparian
,2173,61,446,7196,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Recently Burned-Shrub Cover,Shrubland
,2177,1140,436,7045,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,2181,59388,436,7965,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,2182,1,417,7968,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Western Cool Temperate Wheat,Agricultural
,2183,7,446,7924,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Developed Ruderal Grassland,Developed
,2184,254,417,7965,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,2192,280,414,9018,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,2193,35,425,9012,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
,2194,216,417,7056,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
,2196,58648,446,7965,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,2199,2624,446,7968,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Wheat,Agricultural
,2201,955,417,7055,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
,2204,96,425,7169,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
,2206,79,440,7050,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Rocky Mountain Lodgepole Pine Forest,Conifer
,2209,69,431,7126,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,2212,1,434,7196,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Recently Burned-Shrub Cover,Shrubland
,2213,5,427,7140,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2216,495163,436,7126,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,2217,786,447,7139,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,202.000000000000000,132,NA,80.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,2219,521,436,7169,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
,2220,1481,447,7106,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,202.000000000000000,132,NA,80.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,2221,73,427,7169,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
,2222,202,447,7045,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,202.000000000000000,132,NA,80.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,2224,48,425,7140,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2226,681,435,7196,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Recently Burned-Shrub Cover,Shrubland
,2227,84,425,7126,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,2231,84,431,7140,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2236,2,425,7056,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
,2237,259,446,7964,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Row Crop,Agricultural
,2238,204,449,7045,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,113.000000000000000,54,106,27.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,2242,1787,417,7126,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,2243,140,449,7139,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,113.000000000000000,54,106,27.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,2244,264,431,7045,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,2248,6460,431,7053,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,2250,83,446,7140,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2251,25,446,7923,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Developed Ruderal Shrubland,Developed
,2252,7,446,7943,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
,2253,5,446,7944,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
,2256,30,446,7942,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
,2259,1,431,9512,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
,2261,4,425,7050,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Rocky Mountain Lodgepole Pine Forest,Conifer
,2262,137,446,7169,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
,2264,137,436,7924,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Western Cool Temperate Developed Ruderal Grassland,Developed
,2265,319,446,7165,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,2266,671,447,9017,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,202.000000000000000,132,NA,80.000000000000000,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
,2268,9,440,7924,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Western Cool Temperate Developed Ruderal Grassland,Developed
,2272,190,417,7140,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2274,13791,447,7967,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,202.000000000000000,132,NA,80.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,2276,6,434,7140,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2280,767,447,9012,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,202.000000000000000,132,NA,80.000000000000000,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
,2283,4,427,7080,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,2284,1,434,9828,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,2285,4,446,7056,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
,2286,22,423,7080,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,2293,13147,446,7126,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,2298,3,433,7299,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Developed-Roads,Developed-Roads
,2300,9183,446,7125,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,2303,4,433,7296,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Developed-Low Intensity,Developed-Low Intensity
,2307,3355,446,9328,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
,2313,1770,435,9309,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
,2319,2,427,9328,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
,2324,46366,423,7053,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,2327,6,423,7123,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Columbia Plateau Steppe and Grassland,Grassland
,2328,463,446,7080,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,2330,42,446,9006,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
,2331,5,430,7080,10800_10_19,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,80.000000000000000,NA,NA,80.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,2332,2126,436,7967,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,2333,51,446,9336,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,2337,4359,435,7967,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,2341,5,430,7125,10800_10_19,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,80.000000000000000,NA,NA,80.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,2343,3,433,7903,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Western Cool Temperate Urban Herbaceous,Developed
,2344,2192,446,7299,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Developed-Roads,Developed-Roads
,2345,127,446,7900,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Urban Deciduous Forest,Developed
,2346,86,448,7139,11610_9_10_19,Northern Rocky Mountain Conifer Swamp,Conifer,389.000000000000000,NA,NA,389.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,2348,4,417,7900,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Western Cool Temperate Urban Deciduous Forest,Developed
,2351,94,423,9828,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,2353,2969,435,9336,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,2354,167,446,7296,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Developed-Low Intensity,Developed-Low Intensity
,2359,124,423,7967,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,2363,1,446,7902,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Urban Mixed Forest,Developed
,2365,21,436,7134,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Columbia Basin Foothill and Canyon Dry Grassland,Grassland
,2366,5545,435,7299,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Developed-Roads,Developed-Roads
,2368,4705,436,9336,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,2374,751,431,7145,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2378,854,440,9328,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
,2379,95,446,9308,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,2386,45215,436,7080,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,2390,255,431,9018,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
